WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
1d491572,MP 0133,NA – repair of drinking water supply pipeline (Phase 1),Normal/Others,West Bengal,West Bengal Constituency 133,IDA 0105,,,,,2023-05-22,835342,Approved by IDA,Completed,Lok Sabha,1,duplicate
34898f75,MP 0280,NA - construction of cremation ground shed,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0299,,,Block 2,,2023-05-11,325347,Action Pending,Sanctioned,Rajya Sabha,0,
4dc17cca,MP 0022,NA - construction of community hall,Normal/Others,Jharkhand,Jharkhand Constituency 22,IDA 0351,,,Block 5,,2023-11-10,3285297,Action Pending,Unsanctioned,Lok Sabha,0,
569da9aa,MP 0103,NA - installation of solar street lights,Normal/Others,Gujarat,Gujarat Constituency 103,IDA 0372,,,Block 10,Village 43,2024-01-10,431438,Action Pending,Sanctioned,Rajya Sabha,0,
2459eb22,MP 0107,NA - installation of solar street lights,Normal/Others,Kerala,Kerala Constituency 107,IDA 0048,,,,,2023-04-14,479302,Approved by IDA,Completed,Lok Sabha,0,
34aa4685,MP 0055,NA - repair of drinking water supply pipeline,Normal/Others,Bihar,Bihar Constituency 55,IDA 0222,,Ward 17,Block 12,Village 45,2023-10-08,560624,Approved by IDA,Sanctioned,Lok Sabha,0,
3c19075e,MP 0082,NA - construction of drainage system,Normal/Others,Odisha,Odisha Constituency 82,IDA 0337,,,Block 6,Village 8,2023-08-24,1598819,Approved by IDA,Unsanctioned,Lok Sabha,0,
60237fc0,MP 0263,NA - repair of internal roads,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 263,IDA 0306,,,,Village 39,2023-11-17,720669,Approved by IDA,Unsanctioned,Rajya Sabha,0,
9e6249f7,MP 0284,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 284,IDA 0145,,Ward 18,,Village 29,2023-11-09,102177,Action Pending,Ongoing,Lok Sabha,0,
bbea81f3,MP 0210,NA - installation of hand pumps and borewells,Normal/Others,Punjab,Punjab Constituency 210,IDA 0067,,,Block 8,,2023-04-10,116082,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
0c329104,MP 0188,NA - construction of community hall,Normal/Others,West Bengal,West Bengal Constituency 188,IDA 0219,,Ward 25,,Village 55,2023-08-18,3441118,Action Pending,Completed,Lok Sabha,0,
ab4a69ee,MP 0296,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 296,IDA 0107,,Ward 3,,,2023-05-10,941477,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
f8ae0cdd,MP 0098,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 98,IDA 0124,,,,,2023-05-01,420005,Action Pending,Sanctioned,Lok Sabha,0,
69859945,MP 0148,NA - installation of solar street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 148,IDA 0169,,,,,2023-05-07,187752,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
64b440da,MP 0148,NA - construction of boundary wall for school,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 148,IDA 0122,,Ward 29,Block 9,Village 8,2024-01-28,272293,Action Pending,Unsanctioned,Lok Sabha,0,
8f7a9de9,MP 0264,NA - construction of community hall,Normal/Others,Kerala,Kerala Constituency 264,IDA 0396,,,,,2023-10-02,18325044,Rejected by IDA,Ongoing,Rajya Sabha,1,overpricing
c386cd47,MP 0176,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0344,,,Block 10,,2023-12-16,149773,Approved by IDA,Ongoing,Lok Sabha,0,
4f737b1f,MP 0070,NA - development of public park,Normal/Others,Gujarat,Gujarat Constituency 70,IDA 0120,,Ward 29,,Village 47,2023-05-04,551263,Action Pending,Ongoing,Lok Sabha,0,
4a35399f,MP 0258,NA - construction of cremation ground shed,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0153,,Ward 13,Block 9,,2024-01-06,437436,Action Pending,Unsanctioned,Lok Sabha,0,
73e6fce0,MP 0178,NA - development of public park,Normal/Others,Jharkhand,Jharkhand Constituency 178,IDA 0334,,,,,2023-08-03,1730379,Action Pending,Unsanctioned,Lok Sabha,0,
099a8387,MP 0234,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 234,IDA 0237,,,,Village 46,2023-09-26,387227,Approved by IDA,Unsanctioned,Lok Sabha,0,
379c1f3a,MP 0173,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 173,IDA 0159,,,,Village 74,2023-04-04,493286,Action Pending,Unsanctioned,Lok Sabha,1,structuring
8ee3c4f2,MP 0220,NA - construction of cremation ground shed,Normal/Others,Rajasthan,Rajasthan Constituency 220,IDA 0107,,Ward 24,,Village 12,2024-03-16,292166,Action Pending,Sanctioned,Lok Sabha,0,
50d4f58e,MP 0091,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 91,IDA 0053,,Ward 6,Block 15,,2023-06-13,116876,Action Pending,Unsanctioned,Rajya Sabha,0,
a348ef86,MP 0189,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0376,,,,,2023-04-03,2119678,Action Pending,Unsanctioned,Lok Sabha,0,
36248a1a,MP 0292,NA - installation of street lights,Normal/Others,Uttarakhand,Uttarakhand Constituency 292,IDA 0390,,,Block 5,Village 61,2024-01-23,295859,Action Pending,Ongoing,Rajya Sabha,0,
04d03e6c,MP 0176,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0022,,,,,2024-03-22,279221,Action Pending,Unsanctioned,Lok Sabha,0,
7bd83903,MP 0249,NA - construction of boundary wall for school,Normal/Others,Maharashtra,Maharashtra Constituency 249,IDA 0398,,,Block 12,Village 19,2023-06-24,556262,Approved by IDA,Unsanctioned,Lok Sabha,0,
0bbb3f12,MP 0166,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 166,IDA 0333,,,Block 3,,2023-10-26,1146277,Approved by IDA,Unsanctioned,Lok Sabha,0,
1feeb829,MP 0029,NA - installation of CCTV surveillance system,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0358,,,,Village 87,2023-11-04,230665,Approved by IDA,Unsanctioned,Rajya Sabha,0,
58dfb4d2,MP 0135,NA - installation of CCTV surveillance system,Normal/Others,Jharkhand,Jharkhand Constituency 135,IDA 0396,,,,Village 6,2023-06-09,260856,Rejected by IDA,Ongoing,Rajya Sabha,0,
a15647b3,MP 0156,NA - repair of internal roads,Normal/Others,Punjab,Punjab Constituency 156,IDA 0358,,,Block 12,,2024-03-04,1076298,Action Pending,Completed,Lok Sabha,0,
e49e361e,MP 0294,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 294,IDA 0395,,,Block 10,,2023-10-14,3319081,Approved by IDA,Sanctioned,Lok Sabha,1,overpricing
6746842b,MP 0274,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 274,IDA 0183,,Ward 21,Block 9,,2023-09-22,211367,Action Pending,Unsanctioned,Lok Sabha,0,
6af92ad4,MP 0215,NA - installation of hand pumps and borewells,Normal/Others,Delhi,Delhi Constituency 215,IDA 0041,,Ward 28,,Village 50,2023-05-12,126467,Action Pending,Unsanctioned,Lok Sabha,0,
c60ea1fc,MP 0266,NA - repair and renovation of anganwadi center,Normal/Others,Assam,Assam Constituency 266,IDA 0315,,,Block 8,,2024-03-19,578081,Approved by IDA,Unsanctioned,Rajya Sabha,0,
ade1dbf5,MP 0088,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0239,,,,,2023-08-27,215706,Action Pending,Sanctioned,Lok Sabha,0,
55784647,MP 0213,NA - construction of cremation ground shed,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 213,IDA 0137,,Ward 30,Block 4,Village 84,2023-05-26,276418,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
0c109c76,MP 0111,NA - construction of boundary wall for school,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0309,,Ward 7,Block 1,,2023-11-08,730063,Action Pending,Unsanctioned,Rajya Sabha,0,
aaea4b4d,MP 0251,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0021,,Ward 16,,,2024-03-02,941522,Action Pending,Unsanctioned,Lok Sabha,0,
db4f23d5,MP 0116,NA - repair of internal roads,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0087,,Ward 2,Block 6,,2024-02-07,1001142,Approved by IDA,Sanctioned,Rajya Sabha,0,
a7d684f1,MP 0216,NA - development of public park,Normal/Others,Punjab,Punjab Constituency 216,IDA 0261,,,Block 5,,2023-12-20,936115,Approved by IDA,Unsanctioned,Rajya Sabha,0,
0825c047,MP 0157,NA - renovation of government school building,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 157,IDA 0327,,Ward 4,,,2023-07-04,7420033,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
182ee6d1,MP 0242,NA - installation of street lights,Normal/Others,Gujarat,Gujarat Constituency 242,IDA 0137,,,,,2023-04-30,260276,Action Pending,Unsanctioned,Lok Sabha,0,
02d22fea,MP 0032,NA - installation of CCTV surveillance system,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 32,IDA 0208,,,Block 14,,2023-06-11,485447,Approved by IDA,Ongoing,Lok Sabha,0,
3d40c779,MP 0095,NA - installation of RO water purification unit,Normal/Others,Kerala,Kerala Constituency 95,IDA 0373,,,,,2023-06-04,276671,Action Pending,Unsanctioned,Lok Sabha,0,
9f0b6cad,MP 0228,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0124,,,Block 3,,2023-09-06,2442561,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
b762c6a2,MP 0278,NA - construction of community hall,Normal/Others,Maharashtra,Maharashtra Constituency 278,IDA 0361,,,Block 7,,2023-05-31,3190065,Action Pending,Unsanctioned,Lok Sabha,0,
2b17ad4b,MP 0022,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 22,IDA 0240,,,Block 13,,2023-05-21,132832,Action Pending,Sanctioned,Lok Sabha,0,
bfc1fcb8,MP 0144,NA - repair of internal roads,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 144,IDA 0399,,Ward 22,Block 10,,2024-03-21,1218386,Action Pending,Unsanctioned,Lok Sabha,0,
e51b3459,MP 0024,NA - construction of community hall,Normal/Others,Assam,Assam Constituency 24,IDA 0240,,Ward 1,Block 11,,2023-10-10,1935026,Action Pending,Unsanctioned,Lok Sabha,0,
92e88dbe,MP 0124,NA - installation of solar street lights,Normal/Others,Assam,Assam Constituency 124,IDA 0368,,Ward 29,Block 6,,2023-10-23,368705,Action Pending,Sanctioned,Lok Sabha,0,
6cd5db98,MP 0275,NA - repair and renovation of anganwadi center,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0051,,Ward 3,,,2023-11-14,229275,Approved by IDA,Ongoing,Rajya Sabha,0,
7a9bd79b,MP 0161,NA – repair and renovation of anganwadi center (Phase 2),Normal/Others,Karnataka,Karnataka Constituency 161,IDA 0136,,Ward 19,,,2023-09-21,295797,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
e1b996e5,MP 0059,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 59,IDA 0352,,Ward 9,,,2023-07-21,729455,Approved by IDA,Unsanctioned,Lok Sabha,0,
8610d800,MP 0029,NA - construction of community hall,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0219,,,,,2024-01-01,2774307,Action Pending,Unsanctioned,Lok Sabha,0,
b70d862b,MP 0143,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0042,,Ward 4,,,2024-03-11,1123874,Approved by IDA,Unsanctioned,Lok Sabha,0,
869ae81c,MP 0057,NA - repair of drinking water supply pipeline,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0009,,,Block 14,Village 41,2023-06-13,1149041,Action Pending,Sanctioned,Lok Sabha,1,duplicate
aa4c12fc,MP 0248,NA - repair of internal roads,Normal/Others,West Bengal,West Bengal Constituency 248,IDA 0167,,,Block 11,,2023-05-04,7935226,Action Pending,Unsanctioned,Rajya Sabha,1,overpricing
a7f0602b,MP 0269,NA - construction of community hall,Normal/Others,Haryana,Haryana Constituency 269,IDA 0117,,,,,2023-09-28,2904040,Approved by IDA,Completed,Lok Sabha,0,
8ede85f4,MP 0037,NA - construction of public toilet complex,Normal/Others,Kerala,Kerala Constituency 37,IDA 0259,,,Block 9,Village 75,2023-07-12,392905,Action Pending,Unsanctioned,Lok Sabha,0,
17281b03,MP 0167,NA - construction of boundary wall for school,Normal/Others,Punjab,Punjab Constituency 167,IDA 0229,,,,Village 79,2023-07-17,360313,Action Pending,Sanctioned,Lok Sabha,0,
ee7224de,MP 0134,NA - repair and renovation of anganwadi center,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0059,,,Block 9,Village 55,2024-02-05,375764,Approved by IDA,Ongoing,Rajya Sabha,0,
40b8754f,MP 0214,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 214,IDA 0295,,Ward 20,,Village 30,2023-05-18,254424,Action Pending,Unsanctioned,Lok Sabha,0,
d5845bb9,MP 0126,NA - repair of internal roads,Normal/Others,Gujarat,Gujarat Constituency 126,IDA 0368,,,Block 10,Village 54,2024-02-08,7584058,Action Pending,Sanctioned,Lok Sabha,1,overpricing
0ff3256f,MP 0114,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 114,IDA 0116,,,Block 15,,2024-03-17,201450,Action Pending,Unsanctioned,Rajya Sabha,0,
9e0c4811,MP 0225,NA - construction of community hall,Normal/Others,Jharkhand,Jharkhand Constituency 225,IDA 0092,,,,,2023-04-24,2632840,Action Pending,Sanctioned,Lok Sabha,0,
520ad414,MP 0081,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 81,IDA 0060,,,Block 7,,2024-01-01,480075,Approved by IDA,Unsanctioned,Rajya Sabha,0,
e398ae38,MP 0188,NA - construction of community hall,Normal/Others,West Bengal,West Bengal Constituency 188,IDA 0372,,,,,2023-12-28,2864021,Action Pending,Completed,Rajya Sabha,0,
d2436aff,MP 0029,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0085,,Ward 9,,,2023-10-22,239944,Approved by IDA,Unsanctioned,Lok Sabha,0,
4d10b5e5,MP 0270,NA - repair and renovation of anganwadi center,Normal/Others,Punjab,Punjab Constituency 270,IDA 0078,,Ward 25,,Village 51,2023-10-09,209855,Approved by IDA,Unsanctioned,Lok Sabha,0,
df1d1631,MP 0034,NA - installation of solar street lights,Normal/Others,Odisha,Odisha Constituency 34,IDA 0140,,Ward 4,,,2024-02-16,2012823,Action Pending,Ongoing,Lok Sabha,1,overpricing
533aed7f,MP 0264,NA - installation of solar street lights,Normal/Others,Kerala,Kerala Constituency 264,IDA 0244,,,Block 14,,2023-12-24,478029,Action Pending,Sanctioned,Lok Sabha,0,
9b22c04c,MP 0033,NA - repair and renovation of anganwadi center,Normal/Others,Rajasthan,Rajasthan Constituency 33,IDA 0004,,Ward 2,Block 7,,2023-05-31,407779,Action Pending,Unsanctioned,Lok Sabha,0,
062d9abb,MP 0250,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 250,IDA 0064,,,Block 11,,2023-07-07,205057,Approved by IDA,Unsanctioned,Lok Sabha,0,
a1b99f2f,MP 0119,NA - installation of CCTV surveillance system,Normal/Others,Uttarakhand,Uttarakhand Constituency 119,IDA 0340,,Ward 11,,,2023-09-12,398300,Approved by IDA,Completed,Lok Sabha,0,
5636404f,MP 0191,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 191,IDA 0208,,,Block 9,,2023-05-18,528881,Action Pending,Completed,Lok Sabha,0,
e1f3f9ce,MP 0025,NA - construction of drainage system,Normal/Others,Delhi,Delhi Constituency 25,IDA 0348,,,Block 11,Village 39,2024-03-22,1703431,Action Pending,Unsanctioned,Lok Sabha,0,
d58b122a,MP 0186,NA – repair and renovation of anganwadi center (Phase 2),Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0388,,,Block 3,Village 35,2023-09-20,683692,Action Pending,Sanctioned,Lok Sabha,1,duplicate
a40fb301,MP 0042,NA - installation of RO water purification unit,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0383,,Ward 15,,Village 85,2023-10-30,186394,Approved by IDA,Unsanctioned,Lok Sabha,0,
ead2cebe,MP 0134,NA - development of public park,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0147,,Ward 24,Block 8,Village 61,2023-06-28,888647,Action Pending,Unsanctioned,Lok Sabha,0,
1b52bc21,MP 0019,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 19,IDA 0096,,,Block 10,,2023-04-26,640993,Action Pending,Completed,Lok Sabha,0,
5f0d25d8,MP 0230,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0291,,Ward 8,Block 5,Village 5,2023-05-02,646280,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
b0d997a7,MP 0196,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 196,IDA 0335,,Ward 11,,Village 81,2024-03-24,85008,Action Pending,Sanctioned,Lok Sabha,0,
a1380644,MP 0297,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 297,IDA 0289,,,Block 13,,2024-01-08,539281,Action Pending,Unsanctioned,Lok Sabha,0,
09847038,MP 0129,NA - construction of drainage system,Normal/Others,West Bengal,West Bengal Constituency 129,IDA 0161,,,,Village 61,2023-06-08,922694,Action Pending,Ongoing,Lok Sabha,0,
094a8997,MP 0226,NA - repair and renovation of anganwadi center,Normal/Others,Jharkhand,Jharkhand Constituency 226,IDA 0021,,,,Village 18,2023-04-21,2041256,Approved by IDA,Unsanctioned,Rajya Sabha,1,overpricing
b4c77105,MP 0241,NA - construction of public toilet complex,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0066,,,Block 10,,2023-12-18,417747,Approved by IDA,Unsanctioned,Lok Sabha,0,
74fa33c5,MP 0004,NA - repair of internal roads,Normal/Others,Karnataka,Karnataka Constituency 4,IDA 0396,,Ward 9,,,2023-08-20,2390158,Approved by IDA,Unsanctioned,Lok Sabha,0,
cc1f570b,MP 0084,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 84,IDA 0214,,,Block 14,,2023-06-19,279791,Action Pending,Unsanctioned,Lok Sabha,1,vendor_capture
54560670,MP 0113,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 113,IDA 0229,,,Block 7,Village 1,2023-06-06,271650,Approved by IDA,Ongoing,Lok Sabha,0,
538af86c,MP 0221,NA - installation of street lights,Normal/Others,West Bengal,West Bengal Constituency 221,IDA 0008,,,Block 9,Village 44,2023-05-25,85070,Action Pending,Unsanctioned,Lok Sabha,0,
1a339b92,MP 0144,NA - installation of solar street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 144,IDA 0110,,,Block 14,Village 65,2023-11-18,382766,Approved by IDA,Completed,Lok Sabha,0,
332e4ce4,MP 0210,NA - repair and renovation of anganwadi center,Normal/Others,Punjab,Punjab Constituency 210,IDA 0396,,,Block 13,Village 94,2023-10-13,683217,Action Pending,Completed,Rajya Sabha,0,
66567ee1,MP 0204,NA - development of public park,Normal/Others,Maharashtra,Maharashtra Constituency 204,IDA 0038,,Ward 6,,,2023-11-14,1250868,Approved by IDA,Unsanctioned,Lok Sabha,0,
89d72d1c,MP 0166,NA - development of public park,Normal/Others,Bihar,Bihar Constituency 166,IDA 0368,,Ward 20,,,2023-11-28,1703984,Approved by IDA,Unsanctioned,Lok Sabha,0,
b4cfa111,MP 0295,NA - construction of drainage system,Normal/Others,Kerala,Kerala Constituency 295,IDA 0271,,Ward 16,Block 2,,2023-05-26,5557078,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
a833b7e7,MP 0169,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 169,IDA 0104,,,Block 4,Village 69,2023-11-24,467050,Approved by IDA,Unsanctioned,Lok Sabha,0,
98baa13e,MP 0201,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0087,,Ward 18,Block 11,,2023-04-26,198177,Approved by IDA,Unsanctioned,Rajya Sabha,0,
eb25ea1d,MP 0062,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 62,IDA 0110,,,Block 10,Village 13,2024-03-15,150918,Approved by IDA,Unsanctioned,Lok Sabha,0,
f77f2287,MP 0058,NA - construction of boundary wall for school,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 58,IDA 0329,,,,Village 6,2023-08-14,396918,Approved by IDA,Unsanctioned,Lok Sabha,0,
390db520,MP 0166,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 166,IDA 0174,,Ward 14,,,2023-07-16,1563919,Approved by IDA,Unsanctioned,Lok Sabha,0,
